Id,Weekly_Sales
7_80_2013-01-18,604.1237999999997
7_80_2013-01-25,495.43889999999993
7_80_2013-02-01,636.4596999999998
7_80_2013-02-08,542.0506
7_80_2013-02-15,534.4423
7_80_2013-02-22,555.9817999999999
7_80_2013-03-01,536.2062999999998
7_80_2013-03-08,513.2249999999999
7_80_2013-03-15,581.336
7_80_2013-03-22,544.0299999999997
7_80_2013-03-29,522.4539
7_80_2013-04-05,509.5759999999998
7_80_2013-04-12,550.1795999999999
7_80_2013-04-19,580.9908
7_80_2013-04-26,278.32179999999994
7_80_2013-05-03,647.7535000000001
7_80_2013-05-10,677.1164000000001
7_80_2013-05-17,707.7419
7_80_2013-05-24,603.5634000000005
7_80_2013-05-31,334.4196
7_80_2013-06-07,580.887000000001
7_80_2013-06-14,644.2765000000003
7_80_2013-06-21,672.7259000000003
7_80_2013-06-28,674.4544000000002
7_80_2013-07-05,705.6877000000001
7_80_2013-07-12,709.1016000000002
7_80_2013-07-19,397.19739999999996
7_80_2013-07-26,490.5936000000001
7_81_2012-11-02,6389.525499999996
7_81_2012-11-09,6499.197399999996
7_81_2012-11-16,6749.224000000001
7_81_2012-11-23,7070.300899999997
7_81_2012-11-30,7004.488499999996
7_81_2012-12-07,7134.438599999995
7_81_2012-12-14,7662.124099999995
7_81_2012-12-21,8374.919599999992
7_81_2012-12-28,8617.043899999991
7_81_2013-01-04,8461.569999999992
7_81_2013-01-11,8106.384699999994
7_81_2013-01-18,7507.183699999999
7_81_2013-01-25,7866.746099999992
7_81_2013-02-01,7623.2199
7_81_2013-02-08,7590.221199999995
7_81_2013-02-15,7416.2959
7_81_2013-02-22,7506.947899999994
7_81_2013-03-01,7412.640499999993
7_81_2013-03-08,7424.602599999993
7_81_2013-03-15,7147.332699999995
7_81_2013-03-22,7234.519999999993
7_81_2013-03-29,7173.9580999999935
7_81_2013-04-05,7230.168799999996
7_81_2013-04-12,6686.635299999997
7_81_2013-04-19,6345.531399999995
7_81_2013-04-26,6526.954999999998
7_81_2013-05-03,4469.994100000002
7_81_2013-05-10,5018.263500000001
7_81_2013-05-17,4920.7993
7_81_2013-05-24,4792.416500000001
7_81_2013-05-31,4621.055899999999
7_81_2013-06-07,4970.8425
7_81_2013-06-14,5079.2978
7_81_2013-06-21,5230.451999999998
7_81_2013-06-28,5315.617099999999
7_81_2013-07-05,5381.492799999998
7_81_2013-07-12,5463.0136
7_81_2013-07-19,5479.288299999998
7_81_2013-07-26,5580.877499999998
7_82_2012-11-02,8426.906800000004
7_82_2012-11-09,8537.957500000002
7_82_2012-11-16,8683.431499999999
7_82_2012-11-23,9704.00409999999
7_82_2012-11-30,9691.490099999992
7_82_2012-12-07,11323.724499999993
7_82_2012-12-14,13824.013199999992
7_82_2012-12-21,18432.11299999999
7_82_2012-12-28,15475.611699999987
7_82_2013-01-04,10549.272100000004
7_82_2013-01-11,9207.49519999999
7_82_2013-01-18,8844.529299999995
7_82_2013-01-25,8770.631699999996
7_82_2013-02-01,8527.142999999998
7_82_2013-02-08,8873.446399999997
7_82_2013-02-15,8817.247399999998
7_82_2013-02-22,8723.931999999995
7_82_2013-03-01,8688.018099999996
7_82_2013-03-08,8572.568199999998
7_82_2013-03-15,8945.000500000007
7_82_2013-03-22,8943.621200000005
7_82_2013-03-29,8841.835100000004
7_82_2013-04-05,8878.561100000008
7_82_2013-04-12,7999.137199999998
7_82_2013-04-19,7749.601399999999
7_82_2013-04-26,7614.965899999998
7_82_2013-05-03,7317.191400000003
7_82_2013-05-10,7097.601500000001
7_82_2013-05-17,7279.206299999996
7_82_2013-05-24,7852.638400000001
7_82_2013-05-31,8186.723400000001
7_82_2013-06-07,8399.954699999997
7_82_2013-06-14,8963.903200000002
7_82_2013-06-21,8884.961500000003
7_82_2013-06-28,10192.425899999998
7_82_2013-07-05,9203.383100000001
7_82_2013-07-12,10417.065300000002
7_82_2013-07-19,10389.5812
7_82_2013-07-26,10406.270700000006
7_83_2012-11-02,611.7418000000001
7_83_2012-11-09,641.091
7_83_2012-11-16,586.8166
7_83_2012-11-23,595.1303000000003
7_83_2012-11-30,591.103
7_83_2012-12-07,661.1689
7_83_2012-12-14,648.7292999999999
7_83_2012-12-21,681.8292
7_83_2012-12-28,868.362
7_83_2013-01-04,895.0931999999998
7_83_2013-01-11,891.2782
7_83_2013-01-18,626.4458
7_83_2013-01-25,601.1104
7_83_2013-02-01,621.1055999999999
7_83_2013-02-08,615.8765
7_83_2013-02-15,582.2776999999998
7_83_2013-02-22,614.5319
7_83_2013-03-01,577.1784000000001
7_83_2013-03-08,613.0115000000001
7_83_2013-03-15,584.4634
7_83_2013-03-22,569.7284999999999
7_83_2013-03-29,577.0799000000001
7_83_2013-04-05,596.6485000000002
7_83_2013-04-12,575.4402
7_83_2013-04-19,583.1190999999998
7_83_2013-04-26,590.3635999999999
7_83_2013-05-03,573.3713
7_83_2013-05-10,571.0364999999998
7_83_2013-05-17,571.7798999999999
7_83_2013-05-24,592.1414999999998
7_83_2013-05-31,559.9220999999999
7_83_2013-06-07,541.9824999999998
7_83_2013-06-14,501.41649999999964
7_83_2013-06-21,516.0520999999997
7_83_2013-06-28,469.05379999999974
7_83_2013-07-05,515.9947999999998
7_83_2013-07-12,471.72849999999977
7_83_2013-07-19,466.4511999999997
7_83_2013-07-26,452.2932999999997
7_85_2012-11-02,1852.2462
7_85_2012-11-09,1969.0114999999992
7_85_2012-11-16,1973.7884999999994
7_85_2012-11-23,2168.7243999999996
7_85_2012-11-30,2236.877200000001
7_85_2012-12-07,6033.095100000003
7_85_2012-12-14,7414.633700000002
7_85_2012-12-21,7563.264100000004
7_85_2012-12-28,2781.6082999999994
7_85_2013-01-04,1814.5237000000013
7_85_2013-01-11,1732.0492000000004
7_85_2013-01-18,1609.611600000001
7_85_2013-01-25,1782.1869000000015
7_85_2013-02-01,1628.7576000000006
7_85_2013-02-08,1592.7566000000013
7_85_2013-02-15,1553.0062000000003
7_85_2013-02-22,1532.9816000000005
7_85_2013-03-01,1585.658300000001
7_85_2013-03-08,1531.0533000000005
7_85_2013-03-15,1610.9980000000005
7_85_2013-03-22,1638.0475000000004
7_85_2013-03-29,1623.1103000000003
7_85_2013-04-05,1623.7138
7_85_2013-04-12,1588.2427000000005
7_85_2013-04-19,1638.7074000000005
7_85_2013-04-26,1747.6090000000002
7_85_2013-05-03,4549.291400000001
7_85_2013-05-10,4643.964100000002
7_85_2013-05-17,4474.822500000002
7_85_2013-05-24,4485.814900000001
7_85_2013-05-31,4439.9850000000015
7_85_2013-06-07,4475.163200000001
7_85_2013-06-14,4577.020100000001
7_85_2013-06-21,4472.193800000001
7_85_2013-06-28,4512.317000000001
7_85_2013-07-05,4500.311100000002
7_85_2013-07-12,4499.1191
7_85_2013-07-19,4482.4013
7_85_2013-07-26,4515.537700000001
7_87_2012-11-02,13671.308000000003
7_87_2012-11-09,13782.125999999998
7_87_2012-11-16,13691.081499999993
7_87_2012-11-23,12707.929000000004
7_87_2012-11-30,13307.36009999999
7_87_2012-12-07,13268.00639999999
7_87_2012-12-14,13720.340900000005
7_87_2012-12-21,13198.354400000006
7_87_2012-12-28,15083.412400000008
7_87_2013-01-04,15807.556500000012
7_87_2013-01-11,14735.794700000011
7_87_2013-01-18,14801.4542
7_87_2013-01-25,14649.391400000011
7_87_2013-02-01,13982.937500000002
7_87_2013-02-08,15325.925999999992
7_87_2013-02-15,14593.917299999994
7_87_2013-02-22,14748.447200000002
7_87_2013-03-01,14643.945100000004
7_87_2013-03-08,13796.037200000002
7_87_2013-03-15,12974.237300000003
7_87_2013-03-22,12694.253499999999
7_87_2013-03-29,13153.308899999995
7_87_2013-04-05,13132.007200000004
7_87_2013-04-12,13189.262100000004
7_87_2013-04-19,12864.157900000002
7_87_2013-04-26,10736.293199999996
7_87_2013-05-03,17660.77270000001
7_87_2013-05-10,18256.222900000004
7_87_2013-05-17,17988.16830000001
7_87_2013-05-24,17150.965299999996
7_87_2013-05-31,14921.5084
7_87_2013-06-07,18429.731699999993
7_87_2013-06-14,18239.341500000002
7_87_2013-06-21,18266.540000000008
7_87_2013-06-28,17783.181000000015
7_87_2013-07-05,18200.7786
7_87_2013-07-12,18457.86990000002
7_87_2013-07-19,17835.960000000017
7_87_2013-07-26,17903.528700000013
7_90_2012-11-02,15969.338700000006
7_90_2012-11-09,16469.884700000013
7_90_2012-11-16,17449.811000000005
7_90_2012-11-23,16783.70750000001
7_90_2012-11-30,16801.21670000001
7_90_2012-12-07,17025.44970000001
7_90_2012-12-14,18511.1445
7_90_2012-12-21,23447.437199999993
7_90_2012-12-28,24427.018899999995
7_90_2013-01-04,23735.18570000001
7_90_2013-01-11,21350.379400000013
7_90_2013-01-18,19705.796400000007
7_90_2013-01-25,20149.06060000001
7_90_2013-02-01,19799.91360000001
7_90_2013-02-08,20352.342699999994
7_90_2013-02-15,19233.03020000001
7_90_2013-02-22,18573.104400000007
7_90_2013-03-01,18369.662300000007
7_90_2013-03-08,18000.077300000008
7_90_2013-03-15,18466.136300000002
7_90_2013-03-22,18520.702300000008
7_90_2013-03-29,17948.790600000008
7_90_2013-04-05,18491.69660000002
7_90_2013-04-12,16114.782100000004
7_90_2013-04-19,13977.999499999998
7_90_2013-04-26,13534.222099999995
7_90_2013-05-03,13254.662600000009
7_90_2013-05-10,14573.605000000005
7_90_2013-05-17,13284.091100000001
7_90_2013-05-24,13264.925699999998
7_90_2013-05-31,12746.163999999995
7_90_2013-06-07,14100.396000000002
7_90_2013-06-14,14350.167299999996
7_90_2013-06-21,14331.6352
7_90_2013-06-28,14916.247399999998
7_90_2013-07-05,15163.822500000002
7_90_2013-07-12,15621.7274
7_90_2013-07-19,15641.158700000002
7_90_2013-07-26,15394.471900000002
7_91_2012-11-02,9726.954199999996
7_91_2012-11-09,10105.202899999997
7_91_2012-11-16,11319.628299999997
7_91_2012-11-23,11562.0355
7_91_2012-11-30,11583.323699999997
7_91_2012-12-07,12244.726999999995
7_91_2012-12-14,13111.111899999994
7_91_2012-12-21,15285.224999999995
7_91_2012-12-28,15596.873699999998
7_91_2013-01-04,17514.12880000001
7_91_2013-01-11,16018.857500000011
7_91_2013-01-18,16128.383699999995
7_91_2013-01-25,16314.008099999995
7_91_2013-02-01,14364.671299999993
7_91_2013-02-08,14145.099899999994
7_91_2013-02-15,14219.864999999993
7_91_2013-02-22,14254.321899999995
7_91_2013-03-01,13840.477900000005
7_91_2013-03-08,14062.017699999995
7_91_2013-03-15,14206.331399999994
7_91_2013-03-22,13399.952
7_91_2013-03-29,13222.695599999992
7_91_2013-04-05,12710.614799999998
7_91_2013-04-12,10274.688
7_91_2013-04-19,9923.735999999997
7_91_2013-04-26,9878.838800000003
7_91_2013-05-03,10909.329699999995
7_91_2013-05-10,10864.355799999994
7_91_2013-05-17,10603.0744
7_91_2013-05-24,10048.892499999998
7_91_2013-05-31,10301.614999999998
7_91_2013-06-07,10519.328000000003
7_91_2013-06-14,11245.333700000003
7_91_2013-06-21,10856.285300000003
7_91_2013-06-28,11847.405700000001
7_91_2013-07-05,11305.790099999995
7_91_2013-07-12,12104.2115
7_91_2013-07-19,11855.709200000001
7_91_2013-07-26,12051.8979
7_92_2012-11-02,28676.05340000002
7_92_2012-11-09,29194.27360000001
7_92_2012-11-16,30475.790300000015
7_92_2012-11-23,30079.1106
7_92_2012-11-30,29801.34360000001
7_92_2012-12-07,29474.374900000017
7_92_2012-12-14,33042.379100000006
7_92_2012-12-21,35621.42289999997
7_92_2012-12-28,35865.33799999999
7_92_2013-01-04,36964.816199999994
7_92_2013-01-11,35143.01599999999
7_92_2013-01-18,33106.17320000001
7_92_2013-01-25,34538.05929999999
7_92_2013-02-01,32265.82240000002
7_92_2013-02-08,33796.707700000006
7_92_2013-02-15,32757.760900000012
7_92_2013-02-22,33193.52140000004
7_92_2013-03-01,31774.784700000004
7_92_2013-03-08,30663.867900000023
7_92_2013-03-15,28338.145100000012
7_92_2013-03-22,28472.536300000014
7_92_2013-03-29,28820.91790000001
7_92_2013-04-05,29876.879400000013
7_92_2013-04-12,29109.670700000002
7_92_2013-04-19,27091.422000000006
7_92_2013-04-26,27164.8349
7_92_2013-05-03,20802.440599999998
7_92_2013-05-10,23886.626299999993
7_92_2013-05-17,23256.262999999988
7_92_2013-05-24,21673.536199999995
7_92_2013-05-31,19578.7867
7_92_2013-06-07,22819.884199999993
7_92_2013-06-14,22495.54859999999
7_92_2013-06-21,23474.218899999993
7_92_2013-06-28,24632.03329999999
7_92_2013-07-05,25217.922699999992
7_92_2013-07-12,25243.789799999984
7_92_2013-07-19,23874.85549999999
7_92_2013-07-26,24134.62069999999
7_93_2012-11-02,1870.8041000000012
7_93_2012-11-09,1850.8328
7_93_2012-11-16,1842.6310999999998
7_93_2012-11-23,2009.5591000000009
7_93_2012-11-30,2010.3999000000006
7_93_2012-12-07,1767.9002000000016
7_93_2012-12-14,1962.3400000000008
7_93_2012-12-21,2018.0137000000009
7_93_2012-12-28,2073.0974000000006
7_93_2013-01-04,2487.2011999999977
7_93_2013-01-11,2186.4187000000006
7_93_2013-01-18,1986.1257000000003
7_93_2013-01-25,2079.3555
7_93_2013-02-01,2028.8416000000007
7_93_2013-02-08,1901.6950000000008
7_93_2013-02-15,1951.7477000000008
7_93_2013-02-22,1953.7691999999997
7_93_2013-03-01,2041.7424000000005
7_93_2013-03-08,1830.3258999999996
7_93_2013-03-15,1880.316700000001
7_93_2013-03-22,1943.1293000000003
7_93_2013-03-29,1875.8831999999995
7_93_2013-04-05,1956.1839000000007
7_93_2013-04-12,1907.0766000000006
7_93_2013-04-19,1911.8954000000003
7_93_2013-04-26,1934.1579000000006
7_93_2013-05-03,1490.3858000000002
7_93_2013-05-10,1500.5613
7_93_2013-05-17,1431.2401
7_93_2013-05-24,1558.7855000000002
7_93_2013-05-31,1556.9424000000001
7_93_2013-06-07,1623.615
7_93_2013-06-14,1449.1206
7_93_2013-06-21,1470.8745
7_93_2013-06-28,1411.0832
7_93_2013-07-05,1430.2422
7_93_2013-07-12,1394.9032
7_93_2013-07-19,1403.1019999999999
7_93_2013-07-26,1392.9623000000001
7_94_2012-11-02,1385.3551000000007
7_94_2012-11-09,1452.3945000000008
7_94_2012-11-16,1130.5908
7_94_2012-11-23,996.4620000000004
7_94_2012-11-30,1010.5520000000002
7_94_2012-12-07,1108.8997000000004
7_94_2012-12-14,997.6908000000004
7_94_2012-12-21,943.1544000000005
7_94_2012-12-28,1295.1914000000006
7_94_2013-01-04,1291.5527000000009
7_94_2013-01-11,1316.1597000000008
7_94_2013-01-18,1231.8163000000004
7_94_2013-01-25,912.9346000000005
7_94_2013-02-01,1219.8315
7_94_2013-02-08,1396.5063999999993
7_94_2013-02-15,1832.2119000000007
7_94_2013-02-22,1487.2334999999998
7_94_2013-03-01,1226.7225
7_94_2013-03-08,1458.0540999999994
7_94_2013-03-15,1468.6875
7_94_2013-03-22,1334.6682
7_94_2013-03-29,1290.1945999999998
7_94_2013-04-05,1257.6257000000003
7_94_2013-04-12,1203.1516000000001
7_94_2013-04-19,1232.6048
7_94_2013-04-26,1142.6201000000003
7_94_2013-05-03,1443.8517999999995
7_94_2013-05-10,2161.0906999999993
7_94_2013-05-17,1734.7135999999996
7_94_2013-05-24,933.7265999999993
7_94_2013-05-31,880.2058999999998
7_94_2013-06-07,899.6612999999998
7_94_2013-06-14,809.3249999999998
7_94_2013-06-21,805.2752
7_94_2013-06-28,737.225
7_94_2013-07-05,819.1564999999999
7_94_2013-07-12,766.6910999999999
7_94_2013-07-19,719.0609000000001
7_94_2013-07-26,723.0652000000002
7_95_2012-11-02,30477.042400000002
7_95_2012-11-09,30533.848499999993
7_95_2012-11-16,30651.791199999996
7_95_2012-11-23,31889.5255
7_95_2012-11-30,31520.652000000006
7_95_2012-12-07,30532.903400000003
7_95_2012-12-14,30434.637800000004
7_95_2012-12-21,30554.847
7_95_2012-12-28,31296.369400000014
7_95_2013-01-04,31172.322000000022
7_95_2013-01-11,31343.337400000015
7_95_2013-01-18,31439.890700000004
7_95_2013-01-25,30936.32570000001
7_95_2013-02-01,31053.20269999999
7_95_2013-02-08,32600.159999999996
7_95_2013-02-15,30641.201999999997
7_95_2013-02-22,31377.182299999986
7_95_2013-03-01,30420.789500000006
7_95_2013-03-08,31286.595799999977
7_95_2013-03-15,30832.744199999976
7_95_2013-03-22,31862.166599999997
7_95_2013-03-29,31936.179599999996
7_95_2013-04-05,30764.470099999988
7_95_2013-04-12,30413.9779
7_95_2013-04-19,30505.43109999999
7_95_2013-04-26,30664.508299999987
7_95_2013-05-03,21822.431500000002
7_95_2013-05-10,22005.627700000015
7_95_2013-05-17,24164.716100000012
7_95_2013-05-24,24164.37150000001
7_95_2013-05-31,24631.421200000004
7_95_2013-06-07,24820.069600000003
7_95_2013-06-14,26332.140400000004
7_95_2013-06-21,25767.998999999996
7_95_2013-06-28,27284.437699999995
7_95_2013-07-05,26332.1273
7_95_2013-07-12,31268.74769999998
7_95_2013-07-19,27493.97799999999
7_95_2013-07-26,29659.112299999982
7_96_2012-11-02,892.7785000000005
7_96_2012-11-09,885.8327000000004
7_96_2012-11-16,832.7521000000005
7_96_2012-11-23,1088.9303999999993
7_96_2012-11-30,1013.5933999999999
7_96_2012-12-07,1118.4737
7_96_2012-12-14,1505.9453999999996
7_96_2012-12-21,2346.344099999998
7_96_2012-12-28,2793.2502000000004
7_96_2013-01-04,3220.9243
7_96_2013-01-11,2563.365
7_96_2013-01-18,1967.7667999999999
7_96_2013-01-25,1963.5908999999997
7_96_2013-02-01,2002.4297999999994
7_96_2013-02-08,1981.9188999999992
7_96_2013-02-15,1837.9263999999994
7_96_2013-02-22,2013.3182999999997
7_96_2013-03-01,1972.3165000000006
7_96_2013-03-08,1928.8608
7_96_2013-03-15,2125.5785
7_96_2013-03-22,2032.0831999999998
7_96_2013-03-29,1776.857799999999
7_96_2013-04-05,1657.9153000000003
7_96_2013-04-12,1031.6277000000007
7_96_2013-04-19,770.1794000000004
7_96_2013-04-26,706.2261000000004
7_96_2013-05-03,11634.826000000006
7_96_2013-05-10,11798.857500000006
7_96_2013-05-17,12379.969400000007
7_96_2013-05-24,13054.940599999998
7_96_2013-05-31,13625.498800000001
7_96_2013-06-07,13605.616200000004
7_96_2013-06-14,13862.126900000007
7_96_2013-06-21,13873.153400000005
7_96_2013-06-28,14019.197800000005
7_96_2013-07-05,13872.775600000008
7_96_2013-07-12,16838.139099999997
7_96_2013-07-19,13606.499200000004
7_96_2013-07-26,13826.164800000004
7_97_2012-11-02,4353.788399999999
7_97_2012-11-09,4750.1765
7_97_2012-11-16,4756.490400000001
7_97_2012-11-23,5219.659000000001
7_97_2012-11-30,5151.9446000000025
7_97_2012-12-07,5146.760100000002
7_97_2012-12-14,5408.058800000003
7_97_2012-12-21,6298.456600000006
7_97_2012-12-28,6925.494800000003
7_97_2013-01-04,7211.597999999995
7_97_2013-01-11,6379.6678999999995
7_97_2013-01-18,5584.284300000007
7_97_2013-01-25,5689.6417
7_97_2013-02-01,5538.3195
7_97_2013-02-08,5548.738100000005
7_97_2013-02-15,5337.712300000003
7_97_2013-02-22,5452.541700000001
7_97_2013-03-01,5048.577499999999
7_97_2013-03-08,5191.392299999996
7_97_2013-03-15,5224.8678999999975
7_97_2013-03-22,5045.418199999997
7_97_2013-03-29,5269.310099999997
7_97_2013-04-05,4885.365399999998
7_97_2013-04-12,4160.219099999998
7_97_2013-04-19,4164.0182
7_97_2013-04-26,4210.859500000001
7_97_2013-05-03,6574.380800000002
7_97_2013-05-10,6579.870200000005
7_97_2013-05-17,6623.184700000002
7_97_2013-05-24,6847.956400000003
7_97_2013-05-31,6843.6638
7_97_2013-06-07,6897.242400000006
7_97_2013-06-14,6769.360900000005
7_97_2013-06-21,6889.361600000005
7_97_2013-06-28,6736.453000000003
7_97_2013-07-05,6831.580000000004
7_97_2013-07-12,6708.893300000003
7_97_2013-07-19,6596.647700000002
7_97_2013-07-26,6609.635800000001
7_98_2012-11-02,169.81529999999992
7_98_2012-11-09,161.29169999999993
7_98_2012-11-16,210.29309999999995
7_98_2012-11-23,313.1610999999996
7_98_2012-11-30,254.8324999999999
7_98_2012-12-07,230.99320000000003
7_98_2012-12-14,265.69280000000003
7_98_2012-12-21,263.4423999999999
7_98_2012-12-28,217.03259999999997
7_98_2013-01-04,138.72850000000003
7_98_2013-01-11,125.0975
7_98_2013-01-18,166.02280000000002
7_98_2013-01-25,155.62939999999998
7_98_2013-02-01,228.6679999999998
7_98_2013-02-08,216.61569999999992
7_98_2013-02-15,253.7322
7_98_2013-02-22,253.58389999999997
7_98_2013-03-01,242.07469999999998
7_98_2013-03-08,254.01369999999994
7_98_2013-03-15,257.1801999999999
7_98_2013-03-22,290.4652
7_98_2013-03-29,258.2323
7_98_2013-04-05,257.8465
7_98_2013-04-12,269.93500000000006
7_98_2013-04-19,267.1434
7_98_2013-04-26,255.94510000000002
7_98_2013-05-03,346.3743000000002
7_98_2013-05-10,338.80470000000014
7_98_2013-05-17,342.2618
7_98_2013-05-24,304.00870000000015
7_98_2013-05-31,315.97790000000003
7_98_2013-06-07,325.28010000000006
7_98_2013-06-14,287.2377
7_98_2013-06-21,292.60790000000014
7_98_2013-06-28,311.3630999999999
7_98_2013-07-05,297.3054
7_98_2013-07-12,300.26080000000024
7_98_2013-07-19,314.37460000000027
7_98_2013-07-26,321.77590000000015
8_1_2012-11-02,27884.621299999995
8_1_2012-11-09,14696.555400000012
8_1_2012-11-16,15006.355700000004
8_1_2012-11-23,15389.540200000003
8_1_2012-11-30,18773.570799999998
8_1_2012-12-07,26873.990599999986
8_1_2012-12-14,38602.66139999995
8_1_2012-12-21,46362.89970000001
8_1_2012-12-28,16565.3255
8_1_2013-01-04,12739.306800000004
8_1_2013-01-11,13242.046299999998
8_1_2013-01-18,13936.099500000002
8_1_2013-01-25,14152.872899999998
8_1_2013-02-01,16029.888400000005
8_1_2013-02-08,27861.251200000002
8_1_2013-02-15,28403.385599999994
8_1_2013-02-22,14001.799299999982
8_1_2013-03-01,14406.39319999999
8_1_2013-03-08,16358.528100000001
8_1_2013-03-15,14392.5265
8_1_2013-03-22,18400.1731
8_1_2013-03-29,34598.2665
8_1_2013-04-05,34734.80879999999
8_1_2013-04-12,26080.87310000001
8_1_2013-04-19,20604.354399999997
8_1_2013-04-26,17890.75179999999
8_1_2013-05-03,31311.669500000015
8_1_2013-05-10,30607.93860000001
8_1_2013-05-17,23794.359600000003
8_1_2013-05-24,21927.284299999996
8_1_2013-05-31,20924.654400000003
8_1_2013-06-07,21898.746699999996
8_1_2013-06-14,20927.237399999995
8_1_2013-06-21,21519.994699999992
8_1_2013-06-28,20340.408600000002
8_1_2013-07-05,21908.2573
8_1_2013-07-12,21161.36639999999
8_1_2013-07-19,23028.889600000006
8_1_2013-07-26,21259.6533
8_2_2012-11-02,35921.2629
8_2_2012-11-09,34739.002900000014
8_2_2012-11-16,35302.82810000001
8_2_2012-11-23,36870.54950000001
8_2_2012-11-30,37139.00790000001
8_2_2012-12-07,35403.24020000002
8_2_2012-12-14,37329.014200000005
8_2_2012-12-21,44641.66239999997
8_2_2012-12-28,34070.41660000001
8_2_2013-01-04,33501.54589999999
8_2_2013-01-11,33922.87209999999
8_2_2013-01-18,34372.855099999986
8_2_2013-01-25,35631.7635
8_2_2013-02-01,39181.68589999998
8_2_2013-02-08,39560.14749999995
8_2_2013-02-15,37356.079499999985
8_2_2013-02-22,37756.733000000015
8_2_2013-03-01,37677.085800000015
8_2_2013-03-08,38133.47910000002
8_2_2013-03-15,36541.27130000001
8_2_2013-03-22,35665.1193
8_2_2013-03-29,36181.955900000015
8_2_2013-04-05,35974.0169
8_2_2013-04-12,35048.50710000002
8_2_2013-04-19,34944.0952
8_2_2013-04-26,35306.1178
8_2_2013-05-03,106334.37930000002
8_2_2013-05-10,105873.65410000001
8_2_2013-05-17,105125.84700000002
8_2_2013-05-24,105182.03839999996
8_2_2013-05-31,105033.63119999997
8_2_2013-06-07,105476.4381
8_2_2013-06-14,105532.62369999997
8_2_2013-06-21,105203.02349999995
8_2_2013-06-28,105608.59729999998
8_2_2013-07-05,106316.8992
8_2_2013-07-12,105695.27569999998
8_2_2013-07-19,106534.7937
8_2_2013-07-26,106900.7643
8_3_2012-11-02,7164.472099999996
8_3_2012-11-09,7328.106899999996
8_3_2012-11-16,7232.109399999996
8_3_2012-11-23,7405.229399999997
8_3_2012-11-30,9266.91659999999
8_3_2012-12-07,10351.679999999991
8_3_2012-12-14,11047.260999999988
8_3_2012-12-21,12960.196300000001
8_3_2012-12-28,7555.657599999994
8_3_2013-01-04,10909.960699999998
8_3_2013-01-11,11079.162000000002
8_3_2013-01-18,11516.594699999994
8_3_2013-01-25,10991.988199999994
8_3_2013-02-01,10083.005300000006
8_3_2013-02-08,10322.034900000004
8_3_2013-02-15,8845.848099999997
8_3_2013-02-22,8690.569899999999
8_3_2013-03-01,8587.790700000003
8_3_2013-03-08,7312.552299999998
8_3_2013-03-15,6972.2562999999955
8_3_2013-03-22,6768.858299999996
8_3_2013-03-29,7279.151599999998
8_3_2013-04-05,6860.109499999994
8_3_2013-04-12,6748.219099999997
8_3_2013-04-19,6919.178799999998
8_3_2013-04-26,6881.373799999996
8_3_2013-05-03,22497.352499999994
8_3_2013-05-10,22646.200599999993
8_3_2013-05-17,21834.31229999999
8_3_2013-05-24,20876.5477
8_3_2013-05-31,20926.460300000002
8_3_2013-06-07,20882.900100000003
8_3_2013-06-14,20775.5948
8_3_2013-06-21,20677.7131
8_3_2013-06-28,18334.00990000001
8_3_2013-07-05,22585.422899999994
8_3_2013-07-12,45087.90940000001
8_3_2013-07-19,46716.42389999999
8_3_2013-07-26,48869.240999999995
8_4_2012-11-02,22047.32159999999
8_4_2012-11-09,21648.70659999998
8_4_2012-11-16,22522.121799999997
8_4_2012-11-23,30508.917000000034
8_4_2012-11-30,27699.939200000004
8_4_2012-12-07,29718.108300000014
8_4_2012-12-14,21667.76689999999
8_4_2012-12-21,22800.77439999999
8_4_2012-12-28,24033.12119999998
8_4_2013-01-04,22232.442800000015
8_4_2013-01-11,20660.979600000002
8_4_2013-01-18,20569.866700000006
8_4_2013-01-25,21148.046200000004
8_4_2013-02-01,23179.200500000003
8_4_2013-02-08,22880.128899999996
8_4_2013-02-15,21479.372299999995
8_4_2013-02-22,21834.5932
8_4_2013-03-01,20990.3914
8_4_2013-03-08,23144.853600000002
8_4_2013-03-15,21742.052600000003
8_4_2013-03-22,22546.630700000023
8_4_2013-03-29,22027.4128
8_4_2013-04-05,22456.7762
8_4_2013-04-12,21938.238700000005
8_4_2013-04-19,22022.41190000001
8_4_2013-04-26,22058.48710000001
8_4_2013-05-03,50319.60000000003
8_4_2013-05-10,49401.7322
8_4_2013-05-17,50628.0738
8_4_2013-05-24,51218.1714
8_4_2013-05-31,51886.97160000002
8_4_2013-06-07,51408.328600000015
8_4_2013-06-14,51767.62480000001
8_4_2013-06-21,51336.76170000001
8_4_2013-06-28,52445.386400000025
8_4_2013-07-05,51329.38950000001
8_4_2013-07-12,51620.98970000003
8_4_2013-07-19,51430.363
8_4_2013-07-26,51822.473800000014
8_5_2012-11-02,23488.085499999997
8_5_2012-11-09,22289.604799999994
8_5_2012-11-16,24004.0505
8_5_2012-11-23,69146.03129999993
8_5_2012-11-30,46912.255399999995
8_5_2012-12-07,49428.97320000002
8_5_2012-12-14,37356.65829999999
8_5_2012-12-21,61601.30040000001
8_5_2012-12-28,32294.766500000005
8_5_2013-01-04,19559.806600000007
8_5_2013-01-11,18351.990200000015
8_5_2013-01-18,17844.36140000001
8_5_2013-01-25,18964.131599999997
8_5_2013-02-01,23794.051099999993
8_5_2013-02-08,25092.661999999997
8_5_2013-02-15,26382.057199999996
